Município,Data da Coleta,Resultado
FRONTEIRA                                                   ,2020-07-08,0.0
FRONTEIRA                                                   ,2020-02-10,0.0
FRONTEIRA                                                   ,2020-01-12,0.0
FRONTEIRA                                                   ,2020-01-12,0.0
FRONTEIRA                                                   ,2020-01-12,0.0
FRONTEIRA                                                   ,2020-01-12,0.0
FRONTEIRA                                                   ,2020-01-12,0.0
FRONTEIRA                                                   ,2020-10-14,0.0
FRONTEIRA                                                   ,2020-12-08,0.0
FRONTEIRA                                                   ,2020-12-08,0.0
FRONTEIRA                                                   ,2020-12-08,0.0
FRONTEIRA                                                   ,2020-12-08,0.0
FRONTEIRA                                                   ,2020-12-08,0.0
FRONTEIRA                                                   ,2020-04-06,0.0
FRONTEIRA                                                   ,2020-07-08,0.0
FRONTEIRA                                                   ,2020-08-24,0.0
FRONTEIRA                                                   ,2020-03-22,0.0
FRONTEIRA                                                   ,2020-09-14,0.0
FRONTEIRA                                                   ,2020-09-14,0.0
FRONTEIRA                                                   ,2020-09-14,0.0
FRONTEIRA                                                   ,2020-05-19,0.0
