Município,Data da Coleta,Resultado
PETROLINA                                                   ,2022-11-07,0.04
FRONTEIRA                                                   ,2022-01-10,0.0
PETROLINA                                                   ,2022-07-04,0.015
FRONTEIRA                                                   ,2022-02-08,0.0
FRONTEIRA                                                   ,2022-04-11,0.0
FRONTEIRA                                                   ,2022-04-11,0.0
FRONTEIRA                                                   ,2022-04-11,0.0
FRONTEIRA                                                   ,2022-04-11,0.0
FRONTEIRA                                                   ,2022-02-08,0.0
FRONTEIRA                                                   ,2022-01-10,0.0
FRONTEIRA                                                   ,2022-01-10,0.0
FRONTEIRA                                                   ,2022-05-04,0.0
FRONTEIRA                                                   ,2022-05-04,0.0
FRONTEIRA                                                   ,2022-06-05,0.0
FRONTEIRA                                                   ,2022-06-05,0.0
FRONTEIRA                                                   ,2022-07-05,0.0
FRONTEIRA                                                   ,2022-07-05,0.0
FRONTEIRA                                                   ,2022-07-05,0.0
FRONTEIRA                                                   ,2022-11-06,0.0
FRONTEIRA                                                   ,2022-11-06,0.0
FRONTEIRA                                                   ,2022-11-06,0.0
FRONTEIRA                                                   ,2022-10-16,0.0
FRONTEIRA                                                   ,2022-10-16,0.0
FRONTEIRA                                                   ,2022-08-02,0.0
FRONTEIRA                                                   ,2022-08-02,0.0
FRONTEIRA                                                   ,2022-08-02,0.0
FRONTEIRA                                                   ,2022-09-04,0.0
FRONTEIRA                                                   ,2022-02-08,0.0
FRONTEIRA                                                   ,2022-07-05,0.0
FRONTEIRA                                                   ,2022-04-11,0.0
FRONTEIRA                                                   ,2022-07-05,0.0
FRONTEIRA                                                   ,2022-07-05,0.0
FRONTEIRA                                                   ,2022-07-05,0.0
FRONTEIRA                                                   ,2022-11-06,0.0
FRONTEIRA                                                   ,2022-09-04,0.0
FRONTEIRA                                                   ,2022-09-04,0.0
FRONTEIRA                                                   ,2022-12-05,0.0
FRONTEIRA                                                   ,2022-12-05,0.0
FRONTEIRA                                                   ,2022-08-02,0.0
FRONTEIRA                                                   ,2022-08-02,0.0
FRONTEIRA                                                   ,2022-08-02,0.0
FRONTEIRA                                                   ,2022-06-05,0.0
FRONTEIRA                                                   ,2022-02-08,0.0
FRONTEIRA                                                   ,2022-11-06,0.0
FRONTEIRA                                                   ,2022-10-16,0.0
FRONTEIRA                                                   ,2022-10-16,0.0
FRONTEIRA                                                   ,2022-10-16,0.0
FRONTEIRA                                                   ,2022-10-16,0.0
FRONTEIRA                                                   ,2022-06-05,0.0
FRONTEIRA                                                   ,2022-09-04,0.0
FRONTEIRA                                                   ,2022-08-02,0.0
FRONTEIRA                                                   ,2022-12-05,0.0
FRONTEIRA                                                   ,2022-12-05,0.0
FRONTEIRA                                                   ,2022-12-05,0.0
FRONTEIRA                                                   ,2022-04-11,0.0
FRONTEIRA                                                   ,2022-04-11,0.0
FRONTEIRA                                                   ,2022-01-10,0.0
FRONTEIRA                                                   ,2022-01-10,0.0
FRONTEIRA                                                   ,2022-01-10,0.0
FRONTEIRA                                                   ,2022-01-10,0.0
FRONTEIRA                                                   ,2022-07-05,0.0
FRONTEIRA                                                   ,2022-05-04,0.0
FRONTEIRA                                                   ,2022-02-08,0.0
FRONTEIRA                                                   ,2022-02-08,0.0
FRONTEIRA                                                   ,2022-09-04,0.0
FRONTEIRA                                                   ,2022-09-04,0.0
FRONTEIRA                                                   ,2022-09-04,0.0
FRONTEIRA                                                   ,2022-12-05,0.0
FRONTEIRA                                                   ,2022-12-05,0.0
FRONTEIRA                                                   ,2022-10-16,0.0
FRONTEIRA                                                   ,2022-10-16,0.0
FRONTEIRA                                                   ,2022-10-16,0.0
FRONTEIRA                                                   ,2022-10-16,0.0
FRONTEIRA                                                   ,2022-01-10,0.0
FRONTEIRA                                                   ,2022-05-04,0.0
FRONTEIRA                                                   ,2022-05-04,0.0
FRONTEIRA                                                   ,2022-02-08,0.0
FRONTEIRA                                                   ,2022-01-10,0.0
FRONTEIRA                                                   ,2022-02-08,0.0
FRONTEIRA                                                   ,2022-04-11,0.0
FRONTEIRA                                                   ,2022-04-11,0.0
FRONTEIRA                                                   ,2022-10-16,0.0
FRONTEIRA                                                   ,2022-06-05,0.0
FRONTEIRA                                                   ,2022-06-05,0.0
FRONTEIRA                                                   ,2022-11-06,0.0
FRONTEIRA                                                   ,2022-11-06,0.0
FRONTEIRA                                                   ,2022-11-06,0.0
FRONTEIRA                                                   ,2022-09-04,0.0
FRONTEIRA                                                   ,2022-09-04,0.0
FRONTEIRA                                                   ,2022-09-04,0.0
FRONTEIRA                                                   ,2022-09-04,0.0
FRONTEIRA                                                   ,2022-01-10,0.0
FRONTEIRA                                                   ,2022-12-05,0.0
FRONTEIRA                                                   ,2022-12-05,0.0
FRONTEIRA                                                   ,2022-12-05,0.0
FRONTEIRA                                                   ,2022-06-05,0.0
FRONTEIRA                                                   ,2022-05-04,0.0
FRONTEIRA                                                   ,2022-05-04,0.0
FRONTEIRA                                                   ,2022-04-11,0.0
FRONTEIRA                                                   ,2022-02-08,0.0
FRONTEIRA                                                   ,2022-04-11,0.0
FRONTEIRA                                                   ,2022-04-11,0.0
FRONTEIRA                                                   ,2022-11-06,0.0
FRONTEIRA                                                   ,2022-11-06,0.0
FRONTEIRA                                                   ,2022-11-06,0.0
FRONTEIRA                                                   ,2022-10-16,0.0
FRONTEIRA                                                   ,2022-10-16,0.0
FRONTEIRA                                                   ,2022-10-16,0.0
FRONTEIRA                                                   ,2022-09-04,0.0
FRONTEIRA                                                   ,2022-08-02,0.0
FRONTEIRA                                                   ,2022-12-05,0.0
OROCO                                                       ,2021-03-01,0.0
OROCO                                                       ,2021-03-01,0.0
OROCO                                                       ,2021-07-19,0.0
OROCO                                                       ,2021-07-19,0.0
OROCO                                                       ,2021-08-24,0.0
OROCO                                                       ,2021-04-26,0.0
OROCO                                                       ,2021-04-26,0.0
SANTA FILOMENA                                              ,2021-01-26,0.0
LINHARES                                                    ,2021-11-24,2.9
LINHARES                                                    ,2021-08-20,135.0
LINHARES                                                    ,2021-08-20,0.49
ITABUNA                                                     ,2021-11-10,0.1
BODOCO                                                      ,2021-09-02,5356.0
JUAZEIRO                                                    ,2022-08-10,0.02
MATIPO                                                      ,2021-08-16,0.0
MATIPO                                                      ,2021-08-16,0.0
JUAZEIRO                                                    ,2022-11-23,0.1
VALENCA                                                     ,2022-09-14,1.0
VALENCA                                                     ,2022-09-14,1.0
VALENCA                                                     ,2022-01-19,0.1
VALENCA                                                     ,2022-05-11,3.0
LINHARES                                                    ,2022-08-03,0.499
LINHARES                                                    ,2022-06-01,0.09
LINHARES                                                    ,2022-12-22,104.0
LINHARES                                                    ,2022-06-01,313.0
LINHARES                                                    ,2022-04-06,0.09
ITAPETINGA                                                  ,2022-04-28,0.02
LINHARES                                                    ,2022-03-09,0.09
LINHARES                                                    ,2022-03-24,594.0
SALVADOR                                                    ,2022-01-25,0.0
SALVADOR                                                    ,2022-12-15,0.0
SALVADOR                                                    ,2022-04-26,0.0
SALVADOR                                                    ,2022-05-26,0.0
SALVADOR                                                    ,2022-09-29,0.0
SALVADOR                                                    ,2022-04-26,0.0
SALVADOR                                                    ,2022-10-27,0.0
SALVADOR                                                    ,2022-01-25,0.0
SALVADOR                                                    ,2022-01-25,0.0
SALVADOR                                                    ,2022-08-25,0.0
SALVADOR                                                    ,2022-03-22,0.0
SALVADOR                                                    ,2022-03-22,0.0
SALVADOR                                                    ,2022-06-30,0.0
SALVADOR                                                    ,2022-09-29,0.0
SALVADOR                                                    ,2022-11-30,0.0
SALVADOR                                                    ,2022-04-26,0.0
SALVADOR                                                    ,2022-10-27,0.0
SALVADOR                                                    ,2022-09-29,0.0
SALVADOR                                                    ,2022-05-26,0.0
SALVADOR                                                    ,2022-06-30,0.0
SALVADOR                                                    ,2022-11-30,0.0
SALVADOR                                                    ,2022-02-22,0.0
SALVADOR                                                    ,2022-07-28,0.0
SALVADOR                                                    ,2022-08-29,0.0
SALVADOR                                                    ,2022-02-22,0.0
SALVADOR                                                    ,2022-04-26,0.0
SALVADOR                                                    ,2022-01-25,0.029
SALVADOR                                                    ,2022-01-25,0.033
SALVADOR                                                    ,2022-06-30,0.0
SALVADOR                                                    ,2022-07-28,0.0
SALVADOR                                                    ,2022-06-30,0.0
CABROBO                                                     ,2022-11-07,0.04
SANTA MARIA DA BOA VISTA                                    ,2022-10-03,0.0
SANTA MARIA DA BOA VISTA                                    ,2022-10-03,0.0
SANTA MARIA DA BOA VISTA                                    ,2022-10-03,0.0
GRAVATA                                                     ,2022-05-23,0.0
GRAVATA                                                     ,2022-12-19,0.0
GRAVATA                                                     ,2022-12-19,0.0
GRAVATA                                                     ,2022-12-19,0.0
GRAVATA                                                     ,2022-12-19,0.0
CABROBO                                                     ,2022-10-03,0.0
CABROBO                                                     ,2022-10-03,0.0
GUANAMBI                                                    ,2022-04-28,0.05
GRAVATA                                                     ,2022-09-19,0.0
PRESIDENTE BERNARDES                                        ,2022-09-13,0.0
PRESIDENTE BERNARDES                                        ,2022-09-13,0.0
MACHACALIS                                                  ,2022-01-31,100.0
MACHACALIS                                                  ,2022-07-11,100.0
MACHACALIS                                                  ,2022-01-31,100.0
GARANHUNS                                                   ,2022-04-04,0.04
MACHACALIS                                                  ,2022-09-26,100.0
MACHACALIS                                                  ,2022-11-21,100.0
GARANHUNS                                                   ,2022-05-09,0.04
GARANHUNS                                                   ,2022-10-17,0.015
PORTO FIRME                                                 ,2022-02-14,0.0
BODOCO                                                      ,2022-05-02,20709.0
SERRA TALHADA                                               ,2022-06-06,19116.0
SERRA TALHADA                                               ,2022-11-03,0.14
SERRA TALHADA                                               ,2022-08-15,2124.0
OROCO                                                       ,2022-06-20,0.015
ILHEUS                                                      ,2022-02-10,0.02
OROCO                                                       ,2022-08-01,0.015
SERRA TALHADA                                               ,2022-12-12,11682.0
BOCAIUVA                                                    ,2022-11-08,0.0
JEQUIE                                                      ,2022-06-08,0.0
JEQUIE                                                      ,2022-08-08,0.0
OROCO                                                       ,2022-01-10,0.05
OROCO                                                       ,2022-01-10,0.15
OROCO                                                       ,2022-01-10,0.02
FEIRA DE SANTANA                                            ,2022-05-11,0.02
SERRA TALHADA                                               ,2023-06-12,296829.0
SERRA TALHADA                                               ,2023-10-16,0.19
TRIUNFO                                                     ,2022-04-11,0.1
SERRA TALHADA                                               ,2023-05-15,61331.0
SALGUEIRO                                                   ,2023-12-05,0.0
SALGUEIRO                                                   ,2023-12-05,0.0
SALGUEIRO                                                   ,2023-09-04,0.0
SALGUEIRO                                                   ,2023-09-04,0.0
SALGUEIRO                                                   ,2023-09-04,0.0
GRAVATA                                                     ,2024-05-20,0.0
GRAVATA                                                     ,2024-01-22,0.0
GRAVATA                                                     ,2024-06-17,0.0
GRAVATA                                                     ,2024-07-26,0.0
GRAVATA                                                     ,2024-07-26,0.0
GRAVATA                                                     ,2024-07-26,0.0
GRAVATA                                                     ,2024-08-21,0.0
GRAVATA                                                     ,2024-03-18,0.0
GRAVATA                                                     ,2024-03-18,0.0
GRAVATA                                                     ,2024-03-18,0.0
GRAVATA                                                     ,2024-03-18,0.0
GRAVATA                                                     ,2024-03-18,0.0
GRAVATA                                                     ,2024-03-18,0.0
GRAVATA                                                     ,2024-02-21,0.0
GRAVATA                                                     ,2024-04-23,0.0
GRAVATA                                                     ,2024-04-23,0.0
GRAVATA                                                     ,2024-10-24,0.0
GRAVATA                                                     ,2024-10-24,0.0
GRAVATA                                                     ,2024-11-18,0.0
GRAVATA                                                     ,2024-11-18,0.0
GRAVATA                                                     ,2024-06-17,0.0
GRAVATA                                                     ,2024-06-17,0.0
GRAVATA                                                     ,2024-06-17,0.0
GRAVATA                                                     ,2024-06-17,0.0
GRAVATA                                                     ,2024-06-17,0.0
GRAVATA                                                     ,2024-05-20,0.0
GRAVATA                                                     ,2024-05-20,0.0
GRAVATA                                                     ,2024-11-18,0.0
GRAVATA                                                     ,2024-11-18,0.0
GRAVATA                                                     ,2024-11-18,0.0
ITAPETINGA                                                  ,2024-12-18,0.02
ITAPETINGA                                                  ,2024-12-18,0.05
SALVADOR                                                    ,2024-12-19,0.0
SALVADOR                                                    ,2024-03-19,0.02
SALVADOR                                                    ,2024-03-19,0.0
SALVADOR                                                    ,2024-04-23,0.0
SALVADOR                                                    ,2024-10-29,0.0
SALVADOR                                                    ,2024-05-22,0.0
SALVADOR                                                    ,2024-11-19,0.0
SALVADOR                                                    ,2024-12-19,0.0
SALVADOR                                                    ,2024-02-28,0.0
SALVADOR                                                    ,2024-06-28,0.0
SALVADOR                                                    ,2024-05-22,0.0
SALVADOR                                                    ,2024-11-19,0.0
SALVADOR                                                    ,2024-04-23,0.0
SALVADOR                                                    ,2024-05-22,0.0
SALVADOR                                                    ,2024-10-29,0.0
SALVADOR                                                    ,2024-06-28,0.06
SALVADOR                                                    ,2024-12-19,0.0
SALVADOR                                                    ,2024-04-23,0.0
SALVADOR                                                    ,2024-06-28,0.0
SALVADOR                                                    ,2024-10-29,0.0
MACHACALIS                                                  ,2023-03-20,100.0
MACHACALIS                                                  ,2023-02-13,100.0
MACHACALIS                                                  ,2023-01-10,100.0
MACHACALIS                                                  ,2023-05-29,100.0
MACHACALIS                                                  ,2023-12-12,100.0
GARANHUNS                                                   ,2023-02-06,503322.0
PORTO SEGURO                                                ,2023-09-13,0.05
PETROLINA                                                   ,2023-09-04,0.06
PETROLINA                                                   ,2023-09-04,0.16
PETROLINA                                                   ,2023-06-05,0.05
CABROBO                                                     ,2023-08-01,0.04
CABROBO                                                     ,2023-06-05,0.02
LAGOA GRANDE                                                ,2024-02-19,0.0
LAGOA GRANDE                                                ,2024-02-19,0.0
GOVERNADOR VALADARES                                        ,2025-01-14,0.0
GOVERNADOR VALADARES                                        ,2025-01-14,0.0
CABROBO                                                     ,2023-04-10,0.0
PETROLINA                                                   ,2024-05-06,0.0
PETROLINA                                                   ,2024-05-06,0.0
GRAVATA                                                     ,2023-03-20,0.0
GRAVATA                                                     ,2023-03-20,0.0
GRAVATA                                                     ,2023-08-21,0.0
GRAVATA                                                     ,2023-08-21,0.0
GRAVATA                                                     ,2023-08-21,0.0
GRAVATA                                                     ,2023-09-18,0.0
GRAVATA                                                     ,2023-06-19,0.0
GRAVATA                                                     ,2023-06-19,0.0
GRAVATA                                                     ,2023-05-22,0.0
GRAVATA                                                     ,2023-07-24,0.0
GRAVATA                                                     ,2023-11-20,0.0
GRAVATA                                                     ,2023-11-20,0.0
GRAVATA                                                     ,2023-11-20,0.0
GRAVATA                                                     ,2023-11-20,0.0
GRAVATA                                                     ,2023-12-18,0.0
GRAVATA                                                     ,2023-12-18,0.0
GRAVATA                                                     ,2023-12-18,0.0
GRAVATA                                                     ,2023-12-18,0.0
GRAVATA                                                     ,2023-12-18,0.0
GRAVATA                                                     ,2023-10-23,0.0
GRAVATA                                                     ,2023-10-23,0.0
GRAVATA                                                     ,2023-10-23,0.0
GRAVATA                                                     ,2023-02-13,0.0
GRAVATA                                                     ,2023-08-21,0.0
GRAVATA                                                     ,2023-09-18,0.0
GRAVATA                                                     ,2023-03-20,0.0
GRAVATA                                                     ,2023-03-20,0.0
GRAVATA                                                     ,2023-04-24,0.0
GRAVATA                                                     ,2023-05-22,0.0
GRAVATA                                                     ,2023-07-24,0.0
GRAVATA                                                     ,2023-07-24,0.0
GRAVATA                                                     ,2023-08-21,0.0
GRAVATA                                                     ,2023-06-19,0.0
PETROLINA                                                   ,2024-04-01,0.0
PETROLINA                                                   ,2024-04-01,0.0
PETROLINA                                                   ,2024-04-01,0.0
LAGOA GRANDE                                                ,2024-03-11,0.0
LAGOA GRANDE                                                ,2024-03-11,0.0
LAGOA GRANDE                                                ,2024-03-11,0.0
LAGOA GRANDE                                                ,2024-03-11,0.0
LAGOA GRANDE                                                ,2024-03-11,0.0
LAGOA GRANDE                                                ,2024-01-08,0.0
LAGOA GRANDE                                                ,2024-01-08,0.0
LAGOA GRANDE                                                ,2024-04-01,0.0
LAGOA GRANDE                                                ,2024-04-01,0.0
LAGOA GRANDE                                                ,2024-04-01,0.0
LAGOA GRANDE                                                ,2024-01-08,0.0
PETROLINA                                                   ,2024-11-04,0.0
PETROLINA                                                   ,2024-06-03,0.0
PETROLINA                                                   ,2024-06-03,0.0
PETROLINA                                                   ,2024-02-19,0.0
PETROLINA                                                   ,2024-02-19,0.0
PETROLINA                                                   ,2024-01-22,0.0
PETROLINA                                                   ,2024-01-22,0.0
PETROLINA                                                   ,2024-02-19,0.0
PETROLINA                                                   ,2024-02-19,0.0
PETROLINA                                                   ,2024-03-11,0.0
PETROLINA                                                   ,2024-03-11,0.0
PETROLINA                                                   ,2024-04-08,0.0
PETROLINA                                                   ,2024-04-08,0.0
PETROLINA                                                   ,2024-10-14,3213.0
PETROLINA                                                   ,2024-10-14,0.0
PETROLINA                                                   ,2024-05-06,0.0
PETROLINA                                                   ,2024-05-06,0.0
PETROLINA                                                   ,2024-05-06,0.0
PETROLINA                                                   ,2024-05-06,0.0
PETROLINA                                                   ,2024-03-11,0.0
PETROLINA                                                   ,2024-01-22,0.0
ITABUNA                                                     ,2023-04-12,0.1
ITABUNA                                                     ,2023-11-08,0.02
BEZERROS                                                    ,2025-03-24,0.0
BEZERROS                                                    ,2025-03-24,0.0
BEZERROS                                                    ,2025-03-24,0.0
BEZERROS                                                    ,2025-04-28,0.0
BEZERROS                                                    ,2025-03-24,0.0
BEZERROS                                                    ,2025-05-16,0.0
BEZERROS                                                    ,2025-05-16,0.0
BEZERROS                                                    ,2025-05-16,0.0
BEZERROS                                                    ,2025-05-16,0.0
BEZERROS                                                    ,2025-02-17,0.0
BEZERROS                                                    ,2025-05-12,0.0
GRAVATA                                                     ,2025-03-24,0.0
GRAVATA                                                     ,2025-03-24,0.0
GRAVATA                                                     ,2025-03-24,0.0
GRAVATA                                                     ,2025-04-28,0.0
GRAVATA                                                     ,2025-02-17,0.0
GRAVATA                                                     ,2025-02-17,0.0
GRAVATA                                                     ,2025-02-17,0.0
GRAVATA                                                     ,2025-03-24,0.0
GRAVATA                                                     ,2025-05-12,0.0
GRAVATA                                                     ,2025-05-12,0.0
GRAVATA                                                     ,2025-05-12,0.0
GRAVATA                                                     ,2025-05-12,0.0
SANTA MARIA DA BOA VISTA                                    ,2023-07-03,0.0
GOVERNADOR VALADARES                                        ,2024-12-02,0.0
PARNAMIRIM                                                  ,2022-07-04,7965.0
SANTA MARIA DA BOA VISTA                                    ,2023-08-21,0.015
PARNAMIRIM                                                  ,2022-07-04,0.0
SANTA MARIA DA BOA VISTA                                    ,2023-05-02,0.05
SANTA MARIA DA BOA VISTA                                    ,2023-09-04,0.05
PETROLINA                                                   ,2023-09-04,0.05
PETROLINA                                                   ,2023-08-01,0.1
PETROLINA                                                   ,2023-01-03,0.04
SAO JOSE DO PEIXE                                           ,2023-01-02,0.0
ITABERABA                                                   ,2023-07-12,1.0
TERRA NOVA                                                  ,2024-03-25,37409.0
PORTO SEGURO                                                ,2023-03-08,0.02
PORTO SEGURO                                                ,2023-02-15,0.1
TEIXEIRA DE FREITAS                                         ,2023-01-25,0.05
TEIXEIRA DE FREITAS                                         ,2023-02-15,0.1
PETROLINA                                                   ,2023-07-03,0.02
PARNAMIRIM                                                  ,2023-05-08,0.0
PARNAMIRIM                                                  ,2023-05-08,0.0
PARNAMIRIM                                                  ,2023-05-08,0.0
PETROLINA                                                   ,2023-08-01,304.0
PARNAMIRIM                                                  ,2023-05-08,0.0
GOVERNADOR VALADARES                                        ,2024-11-04,0.0
GOVERNADOR VALADARES                                        ,2024-07-10,0.0
GOVERNADOR VALADARES                                        ,2024-12-02,0.0
GOVERNADOR VALADARES                                        ,2024-11-04,0.0
GOVERNADOR VALADARES                                        ,2024-09-16,0.0
GOVERNADOR VALADARES                                        ,2024-09-16,0.0
SAO VICENTE FERRER                                          ,2024-07-25,13806.0
GOVERNADOR VALADARES                                        ,2024-11-04,0.0
GOVERNADOR VALADARES                                        ,2024-11-04,0.0
GOVERNADOR VALADARES                                        ,2024-09-16,0.0
GOVERNADOR VALADARES                                        ,2024-09-16,0.0
GOVERNADOR VALADARES                                        ,2024-07-10,0.0
GOVERNADOR VALADARES                                        ,2024-07-10,0.0
GOVERNADOR VALADARES                                        ,2024-12-02,0.0
EUNAPOLIS                                                   ,2023-03-08,0.02
GRAVATA                                                     ,2024-11-01,205364.0
GOVERNADOR VALADARES                                        ,2024-10-07,0.0
PORTO SEGURO                                                ,2024-03-20,3.0
GOVERNADOR VALADARES                                        ,2024-10-07,0.0
TUMIRITINGA                                                 ,2024-09-11,0.0
TUMIRITINGA                                                 ,2024-10-09,0.0
TUMIRITINGA                                                 ,2024-10-09,0.0
GOVERNADOR VALADARES                                        ,2024-12-02,0.0
GOVERNADOR VALADARES                                        ,2024-11-04,0.0
GOVERNADOR VALADARES                                        ,2024-11-04,48.0
GOVERNADOR VALADARES                                        ,2024-09-16,0.0
GOVERNADOR VALADARES                                        ,2024-09-16,0.0
MARIANA                                                     ,2024-10-21,0.0
MARIANA                                                     ,2024-11-18,0.0
MARIANA                                                     ,2024-07-22,0.0
MARIANA                                                     ,2024-09-23,0.0
MARIANA                                                     ,2024-08-19,0.0
MARIANA                                                     ,2024-08-19,0.0
SAO VICENTE FERRER                                          ,2024-02-20,17656.0
FEIRA DE SANTANA                                            ,2023-10-17,0.1
FEIRA DE SANTANA                                            ,2023-10-17,0.02
GRAVATA                                                     ,2024-11-01,1593.0
PETROLINA                                                   ,2024-08-05,0.0
PETROLINA                                                   ,2024-08-05,0.0
PETROLINA                                                   ,2024-08-05,0.0
PORTO SEGURO                                                ,2024-01-24,0.05
PETROLINA                                                   ,2024-04-01,0.0
PETROLINA                                                   ,2024-04-01,0.0
PETROLINA                                                   ,2024-04-01,0.0
PETROLINA                                                   ,2024-04-01,0.0
PETROLINA                                                   ,2024-04-01,0.0
PETROLINA                                                   ,2024-03-11,0.0
PETROLINA                                                   ,2024-02-19,0.0
PETROLINA                                                   ,2024-01-22,0.0
PETROLINA                                                   ,2024-05-06,0.0
PETROLINA                                                   ,2024-08-05,0.0
PETROLINA                                                   ,2024-08-05,0.0
PETROLINA                                                   ,2024-08-05,0.0
PETROLINA                                                   ,2024-10-14,0.0
PETROLINA                                                   ,2024-10-14,0.0
PETROLINA                                                   ,2024-03-11,0.0
PETROLINA                                                   ,2024-02-19,0.0
PETROLINA                                                   ,2024-04-01,0.0
PETROLINA                                                   ,2024-10-14,0.0
RESPLENDOR                                                  ,2024-07-03,0.0
GARANHUNS                                                   ,2024-04-08,0.1
GARANHUNS                                                   ,2024-02-05,0.1
GARANHUNS                                                   ,2024-04-30,2591280.0
GARANHUNS                                                   ,2024-10-21,3086969.0
GARANHUNS                                                   ,2024-05-06,34382.0
SALVADOR                                                    ,2023-04-26,0.0
SALVADOR                                                    ,2023-07-27,0.0
SALVADOR                                                    ,2023-12-14,0.0
SALVADOR                                                    ,2023-06-29,0.0
SALVADOR                                                    ,2023-04-26,0.0
SALVADOR                                                    ,2023-01-26,0.0
SALVADOR                                                    ,2023-06-29,0.0
SALVADOR                                                    ,2023-07-27,0.0
SALVADOR                                                    ,2023-07-27,0.0
SALVADOR                                                    ,2023-07-27,0.0
SALVADOR                                                    ,2023-04-27,0.0
SALVADOR                                                    ,2023-01-26,0.0
SALVADOR                                                    ,2023-04-26,0.0
SALVADOR                                                    ,2023-07-27,0.0
SALVADOR                                                    ,2023-10-30,0.0
SALVADOR                                                    ,2023-01-26,0.0
SALVADOR                                                    ,2023-03-23,0.0
SALVADOR                                                    ,2023-01-26,0.0
SALVADOR                                                    ,2023-05-25,0.0
SALVADOR                                                    ,2023-12-14,0.0
SALVADOR                                                    ,2023-11-23,0.0
SALVADOR                                                    ,2023-08-24,0.0
SALVADOR                                                    ,2023-08-24,0.0
SALVADOR                                                    ,2023-05-25,0.0
SALVADOR                                                    ,2023-05-25,0.0
SALVADOR                                                    ,2023-10-26,0.0
SALVADOR                                                    ,2023-11-23,0.0
SALVADOR                                                    ,2023-05-25,0.0
SALVADOR                                                    ,2023-01-26,0.0
SALVADOR                                                    ,2023-05-25,0.0
SALVADOR                                                    ,2023-07-27,0.0
SALVADOR                                                    ,2023-03-23,0.0
SALVADOR                                                    ,2023-11-23,0.0
SALVADOR                                                    ,2023-09-28,0.0
PETROLINA                                                   ,2023-05-02,0.05
MARIANA                                                     ,2024-08-19,0.0
PETROLINA                                                   ,2023-11-27,0.0
PETROLINA                                                   ,2023-08-01,0.04
MARIANA                                                     ,2024-07-22,0.0
MARIANA                                                     ,2024-07-22,0.0
MARIANA                                                     ,2024-07-22,0.0
MARIANA                                                     ,2024-07-22,0.0
GUANAMBI                                                    ,2023-02-14,0.02
GUANAMBI                                                    ,2023-04-26,0.05
GUANAMBI                                                    ,2023-05-24,0.05
MARIANA                                                     ,2024-11-18,0.0
MARIANA                                                     ,2024-11-18,18.0
MARIANA                                                     ,2024-10-21,0.0
MARIANA                                                     ,2024-10-21,0.0
MARIANA                                                     ,2024-09-23,0.0
ITUETA                                                      ,2024-08-07,0.0
ITUETA                                                      ,2024-07-03,0.0
ITUETA                                                      ,2024-07-03,0.0
GOVERNADOR VALADARES                                        ,2025-03-11,0.0
GOVERNADOR VALADARES                                        ,2025-03-11,0.0
JUAZEIRO                                                    ,2024-03-11,0.02
GOVERNADOR VALADARES                                        ,2025-01-14,0.0
GOVERNADOR VALADARES                                        ,2025-02-04,0.0
GOVERNADOR VALADARES                                        ,2025-02-04,0.0
FEIRA DE SANTANA                                            ,2024-03-21,0.1
FEIRA DE SANTANA                                            ,2024-05-16,0.05
GUANAMBI                                                    ,2024-05-21,1.0
GUANAMBI                                                    ,2023-12-13,0.02
JUAZEIRO                                                    ,2023-05-24,0.021
JUAZEIRO                                                    ,2023-09-27,0.02
MACHACALIS                                                  ,2024-09-18,100.0
MACHACALIS                                                  ,2024-01-23,100.0
MACHACALIS                                                  ,2024-04-16,100.0
MACHACALIS                                                  ,2024-02-19,100.0
SALVADOR                                                    ,2025-04-24,0.0
SALVADOR                                                    ,2025-04-24,0.0
SALVADOR                                                    ,2025-04-24,0.0
SALVADOR                                                    ,2025-04-24,0.0
SALVADOR                                                    ,2025-01-28,0.0
SALVADOR                                                    ,2025-01-28,0.05
SALVADOR                                                    ,2025-04-24,0.0
SALVADOR                                                    ,2025-01-28,0.0
SALVADOR                                                    ,2025-04-24,0.0
SALVADOR                                                    ,2025-04-24,0.0
SALVADOR                                                    ,2025-04-24,0.0
SALVADOR                                                    ,2025-03-20,0.0
SALVADOR                                                    ,2025-03-20,0.0
PETROLINA                                                   ,2024-01-22,0.0
GUANAMBI                                                    ,2024-03-19,0.1
PETROLINA                                                   ,2024-01-22,0.0
SANTA CRUZ                                                  ,2023-07-03,0.0
SANTA CRUZ                                                  ,2023-07-03,0.0
SANTA CRUZ                                                  ,2023-07-03,0.0
PETROLINA                                                   ,2024-04-08,0.0
PETROLINA                                                   ,2024-05-06,0.0
PETROLINA                                                   ,2024-05-06,0.0
PETROLINA                                                   ,2024-05-06,0.0
PETROLINA                                                   ,2024-02-19,0.0
PETROLINA                                                   ,2024-02-19,0.0
PETROLINA                                                   ,2024-10-14,0.0
PETROLINA                                                   ,2024-10-14,0.0
PETROLINA                                                   ,2024-01-22,0.0
PETROLINA                                                   ,2024-01-22,0.0
PETROLINA                                                   ,2024-10-14,0.0
PETROLINA                                                   ,2024-10-14,0.0
PETROLINA                                                   ,2024-10-14,0.0
TUMIRITINGA                                                 ,2024-09-05,0.0
TUMIRITINGA                                                 ,2024-09-05,0.0
TUMIRITINGA                                                 ,2024-09-05,446.0
OROCO                                                       ,2023-06-05,0.05
BEZERROS                                                    ,2024-01-22,0.0
TUMIRITINGA                                                 ,2024-08-08,0.0
TUMIRITINGA                                                 ,2024-08-08,0.0
